date,store_id,store_name,product_id,product_name,category,units_sold,price_lkr,discount,day_of_week,brand,gender,subcategory
22/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Friday,Adidas,Men,Outerwear
22/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Friday,Puma,Men,Sportswear
22/03/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Friday,Under Armour,Unisex,Accessories
22/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Friday,Kadurata,Unisex,General
22/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0,Friday,Modano,Unisex,General
22/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Friday,Hustle,Unisex,General
22/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Friday,Nike,Men,Casual Wear
22/03/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0,Friday,Levis,Men,Denim
22/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Friday,Adidas,Men,Outerwear
22/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Friday,Puma,Men,Sportswear
22/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Friday,Under Armour,Unisex,Accessories
22/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Friday,Kadurata,Unisex,General
22/03/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0,Friday,Modano,Unisex,General
22/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Friday,Hustle,Unisex,General
23/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Saturday,Nike,Men,Casual Wear
23/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Saturday,Levis,Men,Denim
23/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Saturday,Adidas,Men,Outerwear
23/03/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Saturday,Puma,Men,Sportswear
23/03/2024,S001,Nugegoda,P005,Cap,Accessories,11,1200,0,Saturday,Under Armour,Unisex,Accessories
23/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Saturday,Kadurata,Unisex,General
23/03/2024,S001,Nugegoda,P007,Backpack,Accessories,6,4500,0,Saturday,Modano,Unisex,General
23/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Saturday,Hustle,Unisex,General
23/03/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Saturday,Nike,Men,Casual Wear
23/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Saturday,Levis,Men,Denim
23/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Saturday,Adidas,Men,Outerwear
23/03/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0,Saturday,Puma,Men,Sportswear
23/03/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0,Saturday,Under Armour,Unisex,Accessories
23/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Saturday,Kadurata,Unisex,General
23/03/2024,S002,Negombo,P007,Backpack,Accessories,11,4500,0,Saturday,Modano,Unisex,General
23/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Saturday,Hustle,Unisex,General
23/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Saturday,Nike,Men,Casual Wear
23/03/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Saturday,Levis,Men,Denim
23/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Saturday,Adidas,Men,Outerwear
23/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Saturday,Puma,Men,Sportswear
23/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Saturday,Under Armour,Unisex,Accessories
23/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Saturday,Kadurata,Unisex,General
23/03/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0,Saturday,Modano,Unisex,General
23/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Saturday,Hustle,Unisex,General
24/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Sunday,Nike,Men,Casual Wear
24/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Sunday,Levis,Men,Denim
24/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Sunday,Adidas,Men,Outerwear
24/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0,Sunday,Puma,Men,Sportswear
24/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Sunday,Under Armour,Unisex,Accessories
24/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Sunday,Kadurata,Unisex,General
24/03/2024,S001,Nugegoda,P007,Backpack,Accessories,6,4500,0,Sunday,Modano,Unisex,General
24/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Sunday,Hustle,Unisex,General
24/03/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Sunday,Nike,Men,Casual Wear
24/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Sunday,Levis,Men,Denim
24/03/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0,Sunday,Adidas,Men,Outerwear
24/03/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0,Sunday,Puma,Men,Sportswear
24/03/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0,Sunday,Under Armour,Unisex,Accessories
24/03/2024,S002,Negombo,P006,Umbrella,Accessories,9,1800,0,Sunday,Kadurata,Unisex,General
24/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0,Sunday,Modano,Unisex,General
24/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Sunday,Hustle,Unisex,General
24/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Sunday,Nike,Men,Casual Wear
24/03/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0,Sunday,Levis,Men,Denim
24/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Sunday,Adidas,Men,Outerwear
24/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Sunday,Puma,Men,Sportswear
24/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Sunday,Under Armour,Unisex,Accessories
24/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Sunday,Kadurata,Unisex,General
24/03/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0,Sunday,Modano,Unisex,General
24/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Sunday,Hustle,Unisex,General
25/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,12,2500,0,Monday,Nike,Men,Casual Wear
25/03/2024,S001,Nugegoda,P002,Jeans,Clothing,8,5500,0,Monday,Levis,Men,Denim
25/03/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
25/03/2024,S001,Nugegoda,P004,Shoes,Footwear,6,7500,0,Monday,Puma,Men,Sportswear
25/03/2024,S001,Nugegoda,P005,Cap,Accessories,15,1200,0,Monday,Under Armour,Unisex,Accessories
25/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,19,1800,0,Monday,Kadurata,Unisex,General
25/03/2024,S001,Nugegoda,P007,Backpack,Accessories,9,4500,0,Monday,Modano,Unisex,General
25/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
25/03/2024,S002,Negombo,P001,T-shirt,Clothing,13,2500,0,Monday,Nike,Men,Casual Wear
25/03/2024,S002,Negombo,P002,Jeans,Clothing,9,5500,0,Monday,Levis,Men,Denim
25/03/2024,S002,Negombo,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
25/03/2024,S002,Negombo,P004,Shoes,Footwear,7,7500,0,Monday,Puma,Men,Sportswear
25/03/2024,S002,Negombo,P005,Cap,Accessories,25,1200,0,Monday,Under Armour,Unisex,Accessories
25/03/2024,S002,Negombo,P006,Umbrella,Accessories,31,1800,0,Monday,Kadurata,Unisex,General
25/03/2024,S002,Negombo,P007,Backpack,Accessories,15,4500,0,Monday,Modano,Unisex,General
25/03/2024,S002,Negombo,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
25/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,11,2500,0,Monday,Nike,Men,Casual Wear
25/03/2024,S003,Kirulapone,P002,Jeans,Clothing,7,5500,0,Monday,Levis,Men,Denim
25/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
25/03/2024,S003,Kirulapone,P004,Shoes,Footwear,5,7500,0,Monday,Puma,Men,Sportswear
25/03/2024,S003,Kirulapone,P005,Cap,Accessories,12,1200,0,Monday,Under Armour,Unisex,Accessories
25/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,14,1800,0,Monday,Kadurata,Unisex,General
25/03/2024,S003,Kirulapone,P007,Backpack,Accessories,7,4500,0,Monday,Modano,Unisex,General
25/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
26/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Tuesday,Nike,Men,Casual Wear
26/03/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0,Tuesday,Levis,Men,Denim
26/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Tuesday,Adidas,Men,Outerwear
26/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0,Tuesday,Puma,Men,Sportswear
26/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Tuesday,Under Armour,Unisex,Accessories
26/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Tuesday,Kadurata,Unisex,General
26/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0,Tuesday,Modano,Unisex,General
26/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0,Tuesday,Hustle,Unisex,General
26/03/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Tuesday,Nike,Men,Casual Wear
26/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Tuesday,Levis,Men,Denim
26/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Tuesday,Adidas,Men,Outerwear
26/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Tuesday,Puma,Men,Sportswear
26/03/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0,Tuesday,Under Armour,Unisex,Accessories
26/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Tuesday,Kadurata,Unisex,General
26/03/2024,S002,Negombo,P007,Backpack,Accessories,11,4500,0,Tuesday,Modano,Unisex,General
26/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Tuesday,Hustle,Unisex,General
26/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Tuesday,Nike,Men,Casual Wear
26/03/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Tuesday,Levis,Men,Denim
26/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Tuesday,Adidas,Men,Outerwear
26/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Tuesday,Puma,Men,Sportswear
26/03/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Tuesday,Under Armour,Unisex,Accessories
26/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Tuesday,Kadurata,Unisex,General
26/03/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0,Tuesday,Modano,Unisex,General
26/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Tuesday,Hustle,Unisex,General
27/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0,Wednesday,Nike,Men,Casual Wear
27/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Wednesday,Levis,Men,Denim
27/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Wednesday,Adidas,Men,Outerwear
27/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0,Wednesday,Puma,Men,Sportswear
27/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Wednesday,Under Armour,Unisex,Accessories
27/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Wednesday,Kadurata,Unisex,General
27/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0,Wednesday,Modano,Unisex,General
27/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Wednesday,Hustle,Unisex,General
27/03/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Wednesday,Nike,Men,Casual Wear
27/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Wednesday,Levis,Men,Denim
27/03/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0,Wednesday,Adidas,Men,Outerwear
27/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Wednesday,Puma,Men,Sportswear
27/03/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Wednesday,Under Armour,Unisex,Accessories
27/03/2024,S002,Negombo,P006,Umbrella,Accessories,9,1800,0,Wednesday,Kadurata,Unisex,General
27/03/2024,S002,Negombo,P007,Backpack,Accessories,11,4500,0,Wednesday,Modano,Unisex,General
27/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Wednesday,Hustle,Unisex,General
27/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Wednesday,Nike,Men,Casual Wear
27/03/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Wednesday,Levis,Men,Denim
27/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Wednesday,Adidas,Men,Outerwear
27/03/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Wednesday,Puma,Men,Sportswear
27/03/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Wednesday,Under Armour,Unisex,Accessories
27/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Wednesday,Kadurata,Unisex,General
27/03/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0,Wednesday,Modano,Unisex,General
27/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Wednesday,Hustle,Unisex,General
28/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0,Thursday,Nike,Men,Casual Wear
28/03/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0,Thursday,Levis,Men,Denim
28/03/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0,Thursday,Adidas,Men,Outerwear
28/03/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Thursday,Puma,Men,Sportswear
28/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Thursday,Under Armour,Unisex,Accessories
28/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Thursday,Kadurata,Unisex,General
28/03/2024,S001,Nugegoda,P007,Backpack,Accessories,6,4500,0,Thursday,Modano,Unisex,General
28/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Thursday,Hustle,Unisex,General
28/03/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Thursday,Nike,Men,Casual Wear
28/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Thursday,Levis,Men,Denim
28/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Thursday,Adidas,Men,Outerwear
28/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Thursday,Puma,Men,Sportswear
28/03/2024,S002,Negombo,P005,Cap,Accessories,19,1200,0,Thursday,Under Armour,Unisex,Accessories
28/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Thursday,Kadurata,Unisex,General
28/03/2024,S002,Negombo,P007,Backpack,Accessories,11,4500,0,Thursday,Modano,Unisex,General
28/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Thursday,Hustle,Unisex,General
28/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Thursday,Nike,Men,Casual Wear
28/03/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0,Thursday,Levis,Men,Denim
28/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Thursday,Adidas,Men,Outerwear
28/03/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Thursday,Puma,Men,Sportswear
28/03/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Thursday,Under Armour,Unisex,Accessories
28/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Thursday,Kadurata,Unisex,General
28/03/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0,Thursday,Modano,Unisex,General
28/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Thursday,Hustle,Unisex,General
29/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,17,2500,0,Friday,Nike,Men,Casual Wear
29/03/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0,Friday,Levis,Men,Denim
29/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Friday,Adidas,Men,Outerwear
29/03/2024,S001,Nugegoda,P004,Shoes,Footwear,9,7500,0,Friday,Puma,Men,Sportswear
29/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0,Friday,Under Armour,Unisex,Accessories
29/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Friday,Kadurata,Unisex,General
29/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0,Friday,Modano,Unisex,General
29/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Friday,Hustle,Unisex,General
29/03/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Friday,Nike,Men,Casual Wear
29/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Friday,Levis,Men,Denim
29/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Friday,Adidas,Men,Outerwear
29/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Friday,Puma,Men,Sportswear
29/03/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Friday,Under Armour,Unisex,Accessories
29/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Friday,Kadurata,Unisex,General
29/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0,Friday,Modano,Unisex,General
29/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Friday,Hustle,Unisex,General
29/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Friday,Nike,Men,Casual Wear
29/03/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0,Friday,Levis,Men,Denim
29/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Friday,Adidas,Men,Outerwear
29/03/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0,Friday,Puma,Men,Sportswear
29/03/2024,S003,Kirulapone,P005,Cap,Accessories,9,1200,0,Friday,Under Armour,Unisex,Accessories
29/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Friday,Kadurata,Unisex,General
29/03/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0,Friday,Modano,Unisex,General
29/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Friday,Hustle,Unisex,General
30/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,17,2500,0,Saturday,Nike,Men,Casual Wear
30/03/2024,S001,Nugegoda,P002,Jeans,Clothing,11,5500,0,Saturday,Levis,Men,Denim
30/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Saturday,Adidas,Men,Outerwear
30/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0,Saturday,Puma,Men,Sportswear
30/03/2024,S001,Nugegoda,P005,Cap,Accessories,11,1200,0,Saturday,Under Armour,Unisex,Accessories
30/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0,Saturday,Kadurata,Unisex,General
30/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0,Saturday,Modano,Unisex,General
30/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Saturday,Hustle,Unisex,General
30/03/2024,S002,Negombo,P001,T-shirt,Clothing,19,2500,0,Saturday,Nike,Men,Casual Wear
30/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0,Saturday,Levis,Men,Denim
30/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0,Saturday,Adidas,Men,Outerwear
30/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Saturday,Puma,Men,Sportswear
30/03/2024,S002,Negombo,P005,Cap,Accessories,20,1200,0,Saturday,Under Armour,Unisex,Accessories
30/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0,Saturday,Kadurata,Unisex,General
30/03/2024,S002,Negombo,P007,Backpack,Accessories,11,4500,0,Saturday,Modano,Unisex,General
30/03/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Saturday,Hustle,Unisex,General
30/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0,Saturday,Nike,Men,Casual Wear
30/03/2024,S003,Kirulapone,P002,Jeans,Clothing,10,5500,0,Saturday,Levis,Men,Denim
30/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Saturday,Adidas,Men,Outerwear
30/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Saturday,Puma,Men,Sportswear
30/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0,Saturday,Under Armour,Unisex,Accessories
30/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0,Saturday,Kadurata,Unisex,General
30/03/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0,Saturday,Modano,Unisex,General
30/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Saturday,Hustle,Unisex,General
31/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,26,2500,0.2,Sunday,Nike,Men,Casual Wear
31/03/2024,S001,Nugegoda,P002,Jeans,Clothing,16,5500,0.2,Sunday,Levis,Men,Denim
31/03/2024,S001,Nugegoda,P003,Jacket,Clothing,8,8500,0.2,Sunday,Adidas,Men,Outerwear
31/03/2024,S001,Nugegoda,P004,Shoes,Footwear,13,7500,0.2,Sunday,Puma,Men,Sportswear
31/03/2024,S001,Nugegoda,P005,Cap,Accessories,16,1200,0.2,Sunday,Under Armour,Unisex,Accessories
31/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,8,1800,0.2,Sunday,Kadurata,Unisex,General
31/03/2024,S001,Nugegoda,P007,Backpack,Accessories,9,4500,0.2,Sunday,Modano,Unisex,General
31/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,8,4800,0.2,Sunday,Hustle,Unisex,General
31/03/2024,S002,Negombo,P001,T-shirt,Clothing,26,2500,0.2,Sunday,Nike,Men,Casual Wear
31/03/2024,S002,Negombo,P002,Jeans,Clothing,19,5500,0.2,Sunday,Levis,Men,Denim
31/03/2024,S002,Negombo,P003,Jacket,Clothing,9,8500,0.2,Sunday,Adidas,Men,Outerwear
31/03/2024,S002,Negombo,P004,Shoes,Footwear,15,7500,0.2,Sunday,Puma,Men,Sportswear
31/03/2024,S002,Negombo,P005,Cap,Accessories,28,1200,0.2,Sunday,Under Armour,Unisex,Accessories
31/03/2024,S002,Negombo,P006,Umbrella,Accessories,13,1800,0.2,Sunday,Kadurata,Unisex,General
31/03/2024,S002,Negombo,P007,Backpack,Accessories,16,4500,0.2,Sunday,Modano,Unisex,General
31/03/2024,S002,Negombo,P008,Hoodie,Clothing,9,4800,0.2,Sunday,Hustle,Unisex,General
31/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,23,2500,0.2,Sunday,Nike,Men,Casual Wear
31/03/2024,S003,Kirulapone,P002,Jeans,Clothing,15,5500,0.2,Sunday,Levis,Men,Denim
31/03/2024,S003,Kirulapone,P003,Jacket,Clothing,7,8500,0.2,Sunday,Adidas,Men,Outerwear
31/03/2024,S003,Kirulapone,P004,Shoes,Footwear,11,7500,0.2,Sunday,Puma,Men,Sportswear
31/03/2024,S003,Kirulapone,P005,Cap,Accessories,13,1200,0.2,Sunday,Under Armour,Unisex,Accessories
31/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,7,1800,0.2,Sunday,Kadurata,Unisex,General
31/03/2024,S003,Kirulapone,P007,Backpack,Accessories,8,4500,0.2,Sunday,Modano,Unisex,General
31/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,7,4800,0.2,Sunday,Hustle,Unisex,General
01/04/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0,Monday,Nike,Men,Casual Wear
01/04/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0,Monday,Levis,Men,Denim
01/04/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0,Monday,Adidas,Men,Outerwear
01/04/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0,Monday,Puma,Men,Sportswear
01/04/2024,S001,Nugegoda,P005,Cap,Accessories,25,1200,0,Monday,Under Armour,Unisex,Accessories
01/04/2024,S001,Nugegoda,P006,Umbrella,Accessories,29,1800,0,Monday,Kadurata,Unisex,General
01/04/2024,S001,Nugegoda,P007,Backpack,Accessories,14,4500,0,Monday,Modano,Unisex,General
01/04/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0,Monday,Hustle,Unisex,General
01/04/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0,Monday,Nike,Men,Casual Wear
01/04/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0,Monday,Levis,Men,Denim
01/04/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0,Monday,Adidas,Men,Outerwear
01/04/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0,Monday,Puma,Men,Sportswear
01/04/2024,S002,Negombo,P005,Cap,Accessories,41,1200,0,Monday,Under Armour,Unisex,Accessories
01/04/2024,S002,Negombo,P006,Umbrella,Accessories,46,1800,0,Monday,Kadurata,Unisex,General
01/04/2024,S002,Negombo,P007,Backpack,Accessories,23,4500,0,Monday,Modano,Unisex,General
01/04/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0,Monday,Hustle,Unisex,General
01/04/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0,Monday,Nike,Men,Casual Wear
01/04/2024,S003,Kirulapone,P002,Jeans,Clothing,12,5500,0,Monday,Levis,Men,Denim
01/04/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0,Monday,Adidas,Men,Outerwear
01/04/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0,Monday,Puma,Men,Sportswear
01/04/2024,S003,Kirulapone,P005,Cap,Accessories,21,1200,0,Monday,Under Armour,Unisex,Accessories
01/04/2024,S003,Kirulapone,P006,Umbrella,Accessories,23,1800,0,Monday,Kadurata,Unisex,General
01/04/2024,S003,Kirulapone,P007,Backpack,Accessories,11,4500,0,Monday,Modano,Unisex,General
01/04/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0,Monday,Hustle,Unisex,General
02/04/2024,S001,Nugegoda,P001,T-shirt,Clothing,29,2500,0,Tuesday,Nike,Men,Casual Wear
