date,store_id,store_name,product_id,product_name,category,units_sold,price_lkr,discount,day_of_week
23/02/2024,S002,Negombo,P001,T-shirt,Clothing,22,2500,0.0,Friday
23/02/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Friday
23/02/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Friday
23/02/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Friday
23/02/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0.0,Friday
23/02/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Friday
23/02/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Friday
23/02/2024,S002,Negombo,P008,Hoodie,Clothing,6,4800,0.0,Friday
23/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,18,2500,0.0,Friday
23/02/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Friday
23/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Friday
23/02/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Friday
23/02/2024,S003,Kirulapone,P005,Cap,Accessories,11,1200,0.0,Friday
23/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Friday
23/02/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0.0,Friday
23/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Friday
24/02/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Saturday
24/02/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Saturday
24/02/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Saturday
24/02/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Saturday
24/02/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Saturday
24/02/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Saturday
24/02/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Saturday
24/02/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Saturday
24/02/2024,S002,Negombo,P001,T-shirt,Clothing,21,2500,0.0,Saturday
24/02/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Saturday
24/02/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Saturday
24/02/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Saturday
24/02/2024,S002,Negombo,P005,Cap,Accessories,22,1200,0.0,Saturday
24/02/2024,S002,Negombo,P006,Umbrella,Accessories,11,1800,0.0,Saturday
24/02/2024,S002,Negombo,P007,Backpack,Accessories,13,4500,0.0,Saturday
24/02/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Saturday
24/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,18,2500,0.0,Saturday
24/02/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Saturday
24/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Saturday
24/02/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Saturday
24/02/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Saturday
24/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Saturday
24/02/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Saturday
24/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,6,4800,0.0,Saturday
25/02/2024,S001,Nugegoda,P001,T-shirt,Clothing,20,2500,0.0,Sunday
25/02/2024,S001,Nugegoda,P002,Jeans,Clothing,13,5500,0.0,Sunday
25/02/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Sunday
25/02/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Sunday
25/02/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Sunday
25/02/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Sunday
25/02/2024,S001,Nugegoda,P007,Backpack,Accessories,8,4500,0.0,Sunday
25/02/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Sunday
25/02/2024,S002,Negombo,P001,T-shirt,Clothing,21,2500,0.0,Sunday
25/02/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Sunday
25/02/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Sunday
25/02/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Sunday
25/02/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0.0,Sunday
25/02/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Sunday
25/02/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Sunday
25/02/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Sunday
25/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,18,2500,0.0,Sunday
25/02/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Sunday
25/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Sunday
25/02/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Sunday
25/02/2024,S003,Kirulapone,P005,Cap,Accessories,11,1200,0.0,Sunday
25/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Sunday
25/02/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Sunday
25/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Sunday
26/02/2024,S001,Nugegoda,P001,T-shirt,Clothing,13,2500,0.0,Monday
26/02/2024,S001,Nugegoda,P002,Jeans,Clothing,8,5500,0.0,Monday
26/02/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0.0,Monday
26/02/2024,S001,Nugegoda,P004,Shoes,Footwear,7,7500,0.0,Monday
26/02/2024,S001,Nugegoda,P005,Cap,Accessories,17,1200,0.0,Monday
26/02/2024,S001,Nugegoda,P006,Umbrella,Accessories,20,1800,0.0,Monday
26/02/2024,S001,Nugegoda,P007,Backpack,Accessories,10,4500,0.0,Monday
26/02/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0.0,Monday
26/02/2024,S002,Negombo,P001,T-shirt,Clothing,15,2500,0.0,Monday
26/02/2024,S002,Negombo,P002,Jeans,Clothing,9,5500,0.0,Monday
26/02/2024,S002,Negombo,P003,Jacket,Clothing,5,8500,0.0,Monday
26/02/2024,S002,Negombo,P004,Shoes,Footwear,7,7500,0.0,Monday
26/02/2024,S002,Negombo,P005,Cap,Accessories,28,1200,0.0,Monday
26/02/2024,S002,Negombo,P006,Umbrella,Accessories,34,1800,0.0,Monday
26/02/2024,S002,Negombo,P007,Backpack,Accessories,15,4500,0.0,Monday
26/02/2024,S002,Negombo,P008,Hoodie,Clothing,5,4800,0.0,Monday
26/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,12,2500,0.0,Monday
26/02/2024,S003,Kirulapone,P002,Jeans,Clothing,7,5500,0.0,Monday
26/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Monday
26/02/2024,S003,Kirulapone,P004,Shoes,Footwear,6,7500,0.0,Monday
26/02/2024,S003,Kirulapone,P005,Cap,Accessories,14,1200,0.0,Monday
26/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,15,1800,0.0,Monday
26/02/2024,S003,Kirulapone,P007,Backpack,Accessories,8,4500,0.0,Monday
26/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Monday
27/02/2024,S001,Nugegoda,P001,T-shirt,Clothing,20,2500,0.0,Tuesday
27/02/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Tuesday
27/02/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Tuesday
27/02/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Tuesday
27/02/2024,S001,Nugegoda,P005,Cap,Accessories,13,1200,0.0,Tuesday
27/02/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Tuesday
27/02/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Tuesday
27/02/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Tuesday
27/02/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0.0,Tuesday
27/02/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0.0,Tuesday
27/02/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Tuesday
27/02/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Tuesday
27/02/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0.0,Tuesday
27/02/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Tuesday
27/02/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Tuesday
27/02/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Tuesday
27/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0.0,Tuesday
27/02/2024,S003,Kirulapone,P002,Jeans,Clothing,12,5500,0.0,Tuesday
27/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Tuesday
27/02/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Tuesday
27/02/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Tuesday
27/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Tuesday
27/02/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Tuesday
27/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Tuesday
28/02/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Wednesday
28/02/2024,S001,Nugegoda,P002,Jeans,Clothing,13,5500,0.0,Wednesday
28/02/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Wednesday
28/02/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Wednesday
28/02/2024,S001,Nugegoda,P005,Cap,Accessories,13,1200,0.0,Wednesday
28/02/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Wednesday
28/02/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Wednesday
28/02/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Wednesday
28/02/2024,S002,Negombo,P001,T-shirt,Clothing,22,2500,0.0,Wednesday
28/02/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Wednesday
28/02/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Wednesday
28/02/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Wednesday
28/02/2024,S002,Negombo,P005,Cap,Accessories,22,1200,0.0,Wednesday
28/02/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Wednesday
28/02/2024,S002,Negombo,P007,Backpack,Accessories,13,4500,0.0,Wednesday
28/02/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Wednesday
28/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,16,2500,0.0,Wednesday
28/02/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Wednesday
28/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Wednesday
28/02/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Wednesday
28/02/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Wednesday
28/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Wednesday
28/02/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Wednesday
28/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Wednesday
29/02/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Thursday
29/02/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Thursday
29/02/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Thursday
29/02/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Thursday
29/02/2024,S001,Nugegoda,P005,Cap,Accessories,13,1200,0.0,Thursday
29/02/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Thursday
29/02/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Thursday
29/02/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Thursday
29/02/2024,S002,Negombo,P001,T-shirt,Clothing,21,2500,0.0,Thursday
29/02/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Thursday
29/02/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Thursday
29/02/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Thursday
29/02/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0.0,Thursday
29/02/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Thursday
29/02/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Thursday
29/02/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Thursday
29/02/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0.0,Thursday
29/02/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Thursday
29/02/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Thursday
29/02/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Thursday
29/02/2024,S003,Kirulapone,P005,Cap,Accessories,11,1200,0.0,Thursday
29/02/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Thursday
29/02/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Thursday
29/02/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Thursday
01/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,28,2500,0.2,Friday
01/03/2024,S001,Nugegoda,P002,Jeans,Clothing,17,5500,0.2,Friday
01/03/2024,S001,Nugegoda,P003,Jacket,Clothing,9,8500,0.2,Friday
01/03/2024,S001,Nugegoda,P004,Shoes,Footwear,14,7500,0.2,Friday
01/03/2024,S001,Nugegoda,P005,Cap,Accessories,17,1200,0.2,Friday
01/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,8,1800,0.2,Friday
01/03/2024,S001,Nugegoda,P007,Backpack,Accessories,10,4500,0.2,Friday
01/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,8,4800,0.2,Friday
01/03/2024,S002,Negombo,P001,T-shirt,Clothing,29,2500,0.2,Friday
01/03/2024,S002,Negombo,P002,Jeans,Clothing,19,5500,0.2,Friday
01/03/2024,S002,Negombo,P003,Jacket,Clothing,9,8500,0.2,Friday
01/03/2024,S002,Negombo,P004,Shoes,Footwear,16,7500,0.2,Friday
01/03/2024,S002,Negombo,P005,Cap,Accessories,30,1200,0.2,Friday
01/03/2024,S002,Negombo,P006,Umbrella,Accessories,14,1800,0.2,Friday
01/03/2024,S002,Negombo,P007,Backpack,Accessories,17,4500,0.2,Friday
01/03/2024,S002,Negombo,P008,Hoodie,Clothing,10,4800,0.2,Friday
01/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,24,2500,0.2,Friday
01/03/2024,S003,Kirulapone,P002,Jeans,Clothing,16,5500,0.2,Friday
01/03/2024,S003,Kirulapone,P003,Jacket,Clothing,8,8500,0.2,Friday
01/03/2024,S003,Kirulapone,P004,Shoes,Footwear,12,7500,0.2,Friday
01/03/2024,S003,Kirulapone,P005,Cap,Accessories,14,1200,0.2,Friday
01/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,7,1800,0.2,Friday
01/03/2024,S003,Kirulapone,P007,Backpack,Accessories,8,4500,0.2,Friday
01/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,8,4800,0.2,Friday
02/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Saturday
02/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Saturday
02/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Saturday
02/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Saturday
02/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Saturday
02/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Saturday
02/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Saturday
02/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Saturday
02/03/2024,S002,Negombo,P001,T-shirt,Clothing,22,2500,0.0,Saturday
02/03/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Saturday
02/03/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Saturday
02/03/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Saturday
02/03/2024,S002,Negombo,P005,Cap,Accessories,22,1200,0.0,Saturday
02/03/2024,S002,Negombo,P006,Umbrella,Accessories,11,1800,0.0,Saturday
02/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Saturday
02/03/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Saturday
02/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,18,2500,0.0,Saturday
02/03/2024,S003,Kirulapone,P002,Jeans,Clothing,12,5500,0.0,Saturday
02/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Saturday
02/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Saturday
02/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Saturday
02/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Saturday
02/03/2024,S003,Kirulapone,P007,Backpack,Accessories,5,4500,0.0,Saturday
02/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Saturday
03/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Sunday
03/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Sunday
03/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Sunday
03/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Sunday
03/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Sunday
03/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Sunday
03/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Sunday
03/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Sunday
03/03/2024,S002,Negombo,P001,T-shirt,Clothing,20,2500,0.0,Sunday
03/03/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Sunday
03/03/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Sunday
03/03/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Sunday
03/03/2024,S002,Negombo,P005,Cap,Accessories,22,1200,0.0,Sunday
03/03/2024,S002,Negombo,P006,Umbrella,Accessories,11,1800,0.0,Sunday
03/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Sunday
03/03/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Sunday
03/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0.0,Sunday
03/03/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Sunday
03/03/2024,S003,Kirulapone,P003,Jacket,Clothing,6,8500,0.0,Sunday
03/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Sunday
03/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Sunday
03/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Sunday
03/03/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Sunday
03/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,6,4800,0.0,Sunday
04/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,12,2500,0.0,Monday
04/03/2024,S001,Nugegoda,P002,Jeans,Clothing,8,5500,0.0,Monday
04/03/2024,S001,Nugegoda,P003,Jacket,Clothing,5,8500,0.0,Monday
04/03/2024,S001,Nugegoda,P004,Shoes,Footwear,7,7500,0.0,Monday
04/03/2024,S001,Nugegoda,P005,Cap,Accessories,16,1200,0.0,Monday
04/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,19,1800,0.0,Monday
04/03/2024,S001,Nugegoda,P007,Backpack,Accessories,9,4500,0.0,Monday
04/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,5,4800,0.0,Monday
04/03/2024,S002,Negombo,P001,T-shirt,Clothing,14,2500,0.0,Monday
04/03/2024,S002,Negombo,P002,Jeans,Clothing,9,5500,0.0,Monday
04/03/2024,S002,Negombo,P003,Jacket,Clothing,5,8500,0.0,Monday
04/03/2024,S002,Negombo,P004,Shoes,Footwear,7,7500,0.0,Monday
04/03/2024,S002,Negombo,P005,Cap,Accessories,29,1200,0.0,Monday
04/03/2024,S002,Negombo,P006,Umbrella,Accessories,31,1800,0.0,Monday
04/03/2024,S002,Negombo,P007,Backpack,Accessories,16,4500,0.0,Monday
04/03/2024,S002,Negombo,P008,Hoodie,Clothing,5,4800,0.0,Monday
04/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,12,2500,0.0,Monday
04/03/2024,S003,Kirulapone,P002,Jeans,Clothing,7,5500,0.0,Monday
04/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Monday
04/03/2024,S003,Kirulapone,P004,Shoes,Footwear,6,7500,0.0,Monday
04/03/2024,S003,Kirulapone,P005,Cap,Accessories,14,1200,0.0,Monday
04/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,15,1800,0.0,Monday
04/03/2024,S003,Kirulapone,P007,Backpack,Accessories,7,4500,0.0,Monday
04/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Monday
05/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,19,2500,0.0,Tuesday
05/03/2024,S001,Nugegoda,P002,Jeans,Clothing,13,5500,0.0,Tuesday
05/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Tuesday
05/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Tuesday
05/03/2024,S001,Nugegoda,P005,Cap,Accessories,13,1200,0.0,Tuesday
05/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Tuesday
05/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Tuesday
05/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Tuesday
05/03/2024,S002,Negombo,P001,T-shirt,Clothing,22,2500,0.0,Tuesday
05/03/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Tuesday
05/03/2024,S002,Negombo,P003,Jacket,Clothing,6,8500,0.0,Tuesday
05/03/2024,S002,Negombo,P004,Shoes,Footwear,10,7500,0.0,Tuesday
05/03/2024,S002,Negombo,P005,Cap,Accessories,22,1200,0.0,Tuesday
05/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Tuesday
05/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Tuesday
05/03/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Tuesday
05/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0.0,Tuesday
05/03/2024,S003,Kirulapone,P002,Jeans,Clothing,12,5500,0.0,Tuesday
05/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Tuesday
05/03/2024,S003,Kirulapone,P004,Shoes,Footwear,9,7500,0.0,Tuesday
05/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Tuesday
05/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Tuesday
05/03/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Tuesday
05/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Tuesday
06/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0.0,Wednesday
06/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Wednesday
06/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Wednesday
06/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Wednesday
06/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Wednesday
06/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Wednesday
06/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Wednesday
06/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Wednesday
06/03/2024,S002,Negombo,P001,T-shirt,Clothing,21,2500,0.0,Wednesday
06/03/2024,S002,Negombo,P002,Jeans,Clothing,13,5500,0.0,Wednesday
06/03/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Wednesday
06/03/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Wednesday
06/03/2024,S002,Negombo,P005,Cap,Accessories,22,1200,0.0,Wednesday
06/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Wednesday
06/03/2024,S002,Negombo,P007,Backpack,Accessories,13,4500,0.0,Wednesday
06/03/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Wednesday
06/03/2024,S003,Kirulapone,P001,T-shirt,Clothing,17,2500,0.0,Wednesday
06/03/2024,S003,Kirulapone,P002,Jeans,Clothing,11,5500,0.0,Wednesday
06/03/2024,S003,Kirulapone,P003,Jacket,Clothing,5,8500,0.0,Wednesday
06/03/2024,S003,Kirulapone,P004,Shoes,Footwear,8,7500,0.0,Wednesday
06/03/2024,S003,Kirulapone,P005,Cap,Accessories,10,1200,0.0,Wednesday
06/03/2024,S003,Kirulapone,P006,Umbrella,Accessories,5,1800,0.0,Wednesday
06/03/2024,S003,Kirulapone,P007,Backpack,Accessories,6,4500,0.0,Wednesday
06/03/2024,S003,Kirulapone,P008,Hoodie,Clothing,5,4800,0.0,Wednesday
07/03/2024,S001,Nugegoda,P001,T-shirt,Clothing,18,2500,0.0,Thursday
07/03/2024,S001,Nugegoda,P002,Jeans,Clothing,12,5500,0.0,Thursday
07/03/2024,S001,Nugegoda,P003,Jacket,Clothing,6,8500,0.0,Thursday
07/03/2024,S001,Nugegoda,P004,Shoes,Footwear,10,7500,0.0,Thursday
07/03/2024,S001,Nugegoda,P005,Cap,Accessories,12,1200,0.0,Thursday
07/03/2024,S001,Nugegoda,P006,Umbrella,Accessories,6,1800,0.0,Thursday
07/03/2024,S001,Nugegoda,P007,Backpack,Accessories,7,4500,0.0,Thursday
07/03/2024,S001,Nugegoda,P008,Hoodie,Clothing,6,4800,0.0,Thursday
07/03/2024,S002,Negombo,P001,T-shirt,Clothing,21,2500,0.0,Thursday
07/03/2024,S002,Negombo,P002,Jeans,Clothing,14,5500,0.0,Thursday
07/03/2024,S002,Negombo,P003,Jacket,Clothing,7,8500,0.0,Thursday
07/03/2024,S002,Negombo,P004,Shoes,Footwear,11,7500,0.0,Thursday
07/03/2024,S002,Negombo,P005,Cap,Accessories,21,1200,0.0,Thursday
07/03/2024,S002,Negombo,P006,Umbrella,Accessories,10,1800,0.0,Thursday
07/03/2024,S002,Negombo,P007,Backpack,Accessories,12,4500,0.0,Thursday
07/03/2024,S002,Negombo,P008,Hoodie,Clothing,7,4800,0.0,Thursday
